user_id,review_time,image_url,review_text,label,genre,text_clean,img_local_path
匿名买家,2024年11月16日,//img.alicdn.com/imgextra/i2/4611686018427385560/O1CN01vjAfCD1y9XhBm6BoY_!!4611686018427385560-0-tbbala.jpg_960x960.jpg_.webp,不小心掉地上就碎了,0,美妆,不小心掉地上就碎了,/mnt/workspace/FRD-CLIP/images/train/O1CN01vjAfCD1y9XhBm6BoY_!!4611686018427385560-0-tbbala.jpg_960x960.jpg_.webp
子***嘉,2018-09-13,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/4179/16/3734/317018/5b9a5496E7ceeaa32/b1f4e459d9e6bd01.jpg.dpg,到货速度挺快的，东西到手质感很好，希望用起来效果好。,0,美妆,到货速度挺快的，东西到手质感很好，希望用起来效果好。,/mnt/workspace/FRD-CLIP/images/train/b1f4e459d9e6bd01.jpg.dpg
墨**翠,2025年12月14日,//img.alicdn.com/imgextra/i4/4611686018427381853/O1CN01Ozwdh11gLIsmT9BrT_!!4611686018427381853-0-rate.jpg_960x960.jpg_.webp,到手就用了，有点刺痛感，用完皮肤细腻到不行，放心剁手，巨好用！,1,美妆,到手就用了，有点刺痛感，用完皮肤细腻到不行，放心剁手，巨好用！,/mnt/workspace/FRD-CLIP/images/train/O1CN01Ozwdh11gLIsmT9BrT_!!4611686018427381853-0-rate.jpg_960x960.jpg_.webp
匿名买家,2025年7月8日,//img.alicdn.com/imgextra/i2/O1CN01Dqo1gd1wMhnobvRco_!!6000000006294-2-tps-145-145.png,往脸上涂的东西 竟然没有塑封 也没有贴签 瓶子也很容易就扭开。自己看吧 注：不支持退货👍！！！,0,美妆,往脸上涂的东西 竟然没有塑封 也没有贴签 瓶子也很容易就扭开。自己看吧 注 不支持退货 ！！！,/mnt/workspace/FRD-CLIP/images/train/O1CN01Dqo1gd1wMhnobvRco_!!6000000006294-2-tps-145-145.png
流**界,2025年8月23日,//img.alicdn.com/imgextra/i1/4611686018427384307/O1CN01Gcp3Bj1g9OYj1FxLH_!!4611686018427384307-0-rate.jpg_960x960.jpg_.webp,闺女最近长得很快，高了差不多3.4cm，价格确实有点小贵，但没想到效果还真的好使，很满意，具体就是每天按时吃，还有少熬夜，坚持跑跑步什么的，这个年纪吸收的挺快的,0,保健,闺女最近长得很快，高了差不多3.4cm，价格确实有点小贵，但没想到效果还真的好使，很满意，具体就是每天按时吃，还有少熬夜，坚持跑跑步什么的，这个年纪吸收的挺快的,/mnt/workspace/FRD-CLIP/images/train/O1CN01Gcp3Bj1g9OYj1FxLH_!!4611686018427384307-0-rate.jpg_960x960.jpg_.webp
w***1,2024-12-22,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/260929/32/1556/206001/6767e1d3Fc895e2e2/f409a03b7d466f1a.jpg.dpg,东西不错、一直都买这个牌子的产品,1,保健,东西不错 一直都买这个牌子的产品,/mnt/workspace/FRD-CLIP/images/train/f409a03b7d466f1a.jpg.dpg
反***l,2021-03-10,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/167053/30/12811/174363/60480a8eE24b2a8f4/f4186cd213cc2a6a.jpg.dpg,一下子买了好几款，用在脸上感觉非常舒服。精华成分也很多。用起来不刺激，也没有没有不良反应。总之感觉非常非常不错。一有活动就下单屯起来。一天一片面膜感觉非常不错。,0,美妆,一下子买了好几款，用在脸上感觉非常舒服。精华成分也很多。用起来不刺激，也没有没有不良反应。总之感觉非常非常不错。一有活动就下单屯起来。一天一片面膜感觉非常不错。,/mnt/workspace/FRD-CLIP/images/train/f4186cd213cc2a6a.jpg.dpg
C**7,2025年11月12日,//img.alicdn.com/imgextra/i2/4611686018427380827/O1CN01WguLOK1zEs0mVd2DO_!!4611686018427380827-0-rate.jpg_960x960.jpg_.webp,保湿控油效果：保湿效果很好  吸收效果：很好吸收 正品 好用 回购第二次了,0,美妆,保湿控油效果 保湿效果很好 吸收效果 很好吸收 正品 好用 回购第二次了,/mnt/workspace/FRD-CLIP/images/train/O1CN01WguLOK1zEs0mVd2DO_!!4611686018427380827-0-rate.jpg_960x960.jpg_.webp
三**河,2025年9月20日,//img.alicdn.com/imgextra/i3/4611686018427380438/O1CN017RcGC81vXPZPu9dG1_!!4611686018427380438-0-rate.jpg_960x960.jpg_.webp,适合人群：非常遇合像我这种健身人群皮肤愛长痘的吃了一个星期才来评论 吃完感觉皮肤细腻了 然后健身完后肌肉也不那么酸疼了大小对我来说也合适非常方使的包装每天饭后吃一粒健康頭问也很溝意 有什么不懂的直接问他就可以了,0,保健,适合人群 非常遇合像我这种健身人群皮肤爱长痘的吃了一个星期才来评论 吃完感觉皮肤细腻了 然后健身完后肌肉也不那么酸疼了大小对我来说也合适非常方使的包装每天饭后吃一粒健康头问也很沟意 有什么不懂的直接问他就可以了,/mnt/workspace/FRD-CLIP/images/train/O1CN017RcGC81vXPZPu9dG1_!!4611686018427380438-0-rate.jpg_960x960.jpg_.webp
t**u,2025年9月26日,//img.alicdn.com/imgextra/i4/4611686018427385027/O1CN01TLpJml1H5r6zIa187_!!4611686018427385027-0-rate.jpg_960x960.jpg_.webp,油的质量不错，跟原来在店里买的一样,0,美妆,油的质量不错，跟原来在店里买的一样,/mnt/workspace/FRD-CLIP/images/train/O1CN01TLpJml1H5r6zIa187_!!4611686018427385027-0-rate.jpg_960x960.jpg_.webp
戳***漏,11-14,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/361557/23/4419/147257/6916e1d0F0752b496/1a81cd3fed2c6b41.jpg.dpg,善存这款男士钙片效果还不错👍，最近感觉精力充沛了许多！价格也挺合理的，推荐给需要补充营养的小伙伴们💪！,0,母婴,善存这款男士钙片效果还不错 ，最近感觉精力充沛了许多！价格也挺合理的，推荐给需要补充营养的小伙伴们 ！,/mnt/workspace/FRD-CLIP/images/train/1a81cd3fed2c6b41.jpg.dpg
喑***,2025年11月8日,//img.alicdn.com/imgextra/i4/4611686018427381820/O1CN01iLeds21ECmG9I8fvj_!!4611686018427381820-0-rate.jpg_960x960.jpg_.webp,这次选购了这款产品，客服响应及时，沟通顺畅，产品与页面描述基本一致，包装规范，运输过程无异常，整体购物流程比较顺畅！,1,保健,这次选购了这款产品，客服响应及时，沟通顺畅，产品与页面描述基本一致，包装规范，运输过程无异常，整体购物流程比较顺畅！,/mnt/workspace/FRD-CLIP/images/train/O1CN01iLeds21ECmG9I8fvj_!!4611686018427381820-0-rate.jpg_960x960.jpg_.webp
u_aaoripzrodqu,11-22,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/358954/19/13339/111912/69219727F175cc940/360cb0b4a1698dd9.jpg.dpg,后七件套真的是护肤宝藏！宫廷风包装质感满满，自用送人都有面。水、乳、精华、眼霜等配齐超省心，质地水润不粘腻，上脸秒吸收。含人参、鹿茸等名贵汉方成分，滋养力在线，熬夜后用也能稳住肌肤状态，暗沉和干纹都有改善。维稳保湿、紧致提亮一步到位，一套能用很久，性价比超高，已经回购好几次了！,1,美妆,后七件套真的是护肤宝藏！宫廷风包装质感满满，自用送人都有面。水 乳 精华 眼霜等配齐超省心，质地水润不粘腻，上脸秒吸收。含人参 鹿茸等名贵汉方成分，滋养力在线，熬夜后用也能稳住肌肤状态，暗沉和干纹都有改善。维稳保湿 紧致提亮一步到位，一套能用很久，性价比超高，已经回购好几次了！,/mnt/workspace/FRD-CLIP/images/train/360cb0b4a1698dd9.jpg.dpg
匿名买家,2025年11月4日,//img.alicdn.com/imgextra/i2/4611686018427381187/O1CN01Tuno4k20pnYl44fOk_!!4611686018427381187-0-rate.jpg_960x960.jpg_.webp,常熬夜喝酒要备这个，很有用，味道醇厚，买了好几瓶了，气色好多了，挺好,0,保健,常熬夜喝酒要备这个，很有用，味道醇厚，买了好几瓶了，气色好多了，挺好,/mnt/workspace/FRD-CLIP/images/train/O1CN01Tuno4k20pnYl44fOk_!!4611686018427381187-0-rate.jpg_960x960.jpg_.webp
七***,2025年9月28日,//img.alicdn.com/imgextra/i4/4611686018427381118/O1CN01DQ3NPg1OGZgxECNzF_!!4611686018427381118-0-rate.jpg_960x960.jpg_.webp,之前孩子吃过一阵感觉不错，又买了3瓶，继续回购！,0,保健,之前孩子吃过一阵感觉不错，又买了3瓶，继续回购！,/mnt/workspace/FRD-CLIP/images/train/O1CN01DQ3NPg1OGZgxECNzF_!!4611686018427381118-0-rate.jpg_960x960.jpg_.webp
匿名买家,2025年11月25日,//img.alicdn.com/imgextra/i3/1131895592/O1CN0131amWF1rBBuIKqVm5~livephoto~_!!1131895592-0-rate_livephoto.jpg_960x960.jpg_.webp,长期熬夜加班导致肝功能指标异常，试了这款护肝药后简直挖到宝！成分有专利背书，还过了多重国际认证，吃了三个月复查，ALT和γ-GT都明显下降，肝区的闷胀感彻底消失，白天工作也不总犯困了，真心推荐给拼事业的打工人,1,保健,长期熬夜加班导致肝功能指标异常，试了这款护肝药后简直挖到宝！成分有专利背书，还过了多重国际认证，吃了三个月复查，ALT和 GT都明显下降，肝区的闷胀感彻底消失，白天工作也不总犯困了，真心推荐给拼事业的打工人,/mnt/workspace/FRD-CLIP/images/train/O1CN0131amWF1rBBuIKqVm5~livephoto~_!!1131895592-0-rate_livephoto.jpg_960x960.jpg_.webp
W***,2025年11月16日,//img.alicdn.com/imgextra/i2/4611686018427379924/O1CN01DnydL32NBFf4QADwu_!!4611686018427379924-0-tbbala.jpg_960x960.jpg_.webp,没踩坑，16岁儿子身高长了3.1厘米，虽然没有那些发育期的孩子长的多，但也还是长了，打算吃完再回购一个加强周期装，现在身高171.5厘米，争取过年前能突破175厘米🌹🥰,0,保健,没踩坑，16岁儿子身高长了3.1厘米，虽然没有那些发育期的孩子长的多，但也还是长了，打算吃完再回购一个加强周期装，现在身高171.5厘米，争取过年前能突破175厘米,/mnt/workspace/FRD-CLIP/images/train/O1CN01DnydL32NBFf4QADwu_!!4611686018427379924-0-tbbala.jpg_960x960.jpg_.webp
E***Y,2022-11-04,https://gw.alicdn.com/bao/uploaded/i4/675564106/O1CN01iCRX0H1gCbKVfHa9b_!!675564106.jpg_.webp,看到评价不错就下单了鱼油，物流效率很高，客服很有耐心，一直在帮忙解答，品质确实不错，后续有需求会考虑回购！,1,母婴,看到评价不错就下单了鱼油，物流效率很高，客服很有耐心，一直在帮忙解答，品质确实不错，后续有需求会考虑回购！,/mnt/workspace/FRD-CLIP/images/train/O1CN01iCRX0H1gCbKVfHa9b_!!675564106.jpg_.webp
匿名买家,2025年1月22日,//img.alicdn.com/imgextra/i2/4611686018427387609/O1CN01bel3nT1ClSxEe6UFp_!!4611686018427387609-0-tbbala.jpg_960x960.jpg_.webp,给家里备的这款产品，包装很结实，拿到手感觉不错，客服讲解得挺细致的，给家里人用，还是比较放心的👍！,1,保健,给家里备的这款产品，包装很结实，拿到手感觉不错，客服讲解得挺细致的，给家里人用，还是比较放心的 ！,/mnt/workspace/FRD-CLIP/images/train/O1CN01bel3nT1ClSxEe6UFp_!!4611686018427387609-0-tbbala.jpg_960x960.jpg_.webp
匿名买家,2025年8月16日,//img.alicdn.com/imgextra/i1/4611686018427384137/O1CN01HPxaOX1qiKvogXIVh_!!4611686018427384137-0-tbbala.jpg_960x960.jpg_.webp,盒子有点痕迹，但产品是正品！效果绝了，闭眼冲！,1,美妆,盒子有点痕迹，但产品是正品！效果绝了，闭眼冲！,/mnt/workspace/FRD-CLIP/images/train/O1CN01HPxaOX1qiKvogXIVh_!!4611686018427384137-0-tbbala.jpg_960x960.jpg_.webp
6**素,2025年10月13日,//img.alicdn.com/imgextra/i4/4611686018427385981/O1CN01mnQ72k1vTI0cXuljb_!!4611686018427385981-0-rate.jpg_960x960.jpg_.webp,孕期一直在吃这款钙片，完全没有便秘的困扰，这点特别惊喜！维D3K2的搭配能帮助钙精准补到骨头里，每次产检医生都说胎儿发育和我的钙含量很达标，官方旗舰店发货快还保真，推荐给所有需要补钙的姐妹和孕妈！,1,保健,孕期一直在吃这款钙片，完全没有便秘的困扰，这点特别惊喜！维D3K2的搭配能帮助钙精准补到骨头里，每次产检医生都说胎儿发育和我的钙含量很达标，官方旗舰店发货快还保真，推荐给所有需要补钙的姐妹和孕妈！,/mnt/workspace/FRD-CLIP/images/train/O1CN01mnQ72k1vTI0cXuljb_!!4611686018427385981-0-rate.jpg_960x960.jpg_.webp
蛋**觉,2024年2月15日,//img.alicdn.com/imgextra/i2/0/O1CN01PmyQGe1HRpxAqdxa3_!!0-rate.jpg_960x960.jpg_.webp,物流很快，年前就收到了，一直有吃她家钙片，效果还是可以的。日常屯了,0,保健,物流很快，年前就收到了，一直有吃她家钙片，效果还是可以的。日常屯了,/mnt/workspace/FRD-CLIP/images/train/O1CN01PmyQGe1HRpxAqdxa3_!!0-rate.jpg_960x960.jpg_.webp
匿名买家,2025年11月30日,//img.alicdn.com/imgextra/i2/4611686018427386575/O1CN01i1sQPz22hDNGsCCI4_!!4611686018427386575-0-rate.jpg_960x960.jpg_.webp,总体不错，没什么腥味，补充营养，好评,0,保健,总体不错，没什么腥味，补充营养，好评,/mnt/workspace/FRD-CLIP/images/train/O1CN01i1sQPz22hDNGsCCI4_!!4611686018427386575-0-rate.jpg_960x960.jpg_.webp
健康守时者,11-13,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/350393/14/26710/85712/69152320F91411074/dc457cd1d5417105.jpg.dpg,是买给老人吃的，岁数大了就需要补充些维生素，老人吃了这款产品后，感觉要比之前身体好一些了，继续服用看看，效果肯定会更好。,0,母婴,是买给老人吃的，岁数大了就需要补充些维生素，老人吃了这款产品后，感觉要比之前身体好一些了，继续服用看看，效果肯定会更好。,/mnt/workspace/FRD-CLIP/images/train/dc457cd1d5417105.jpg.dpg
j***z,11-07,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/342786/27/25011/37546/690dfb4dF6a17fc27/91912504790f69fe.jpg.dpg,服用效果:非常好非常好，补充各种营养元素，我非常满意，非常喜欢这次的购买，,1,保健,服用效果 非常好非常好，补充各种营养元素，我非常满意，非常喜欢这次的购买，,/mnt/workspace/FRD-CLIP/images/train/91912504790f69fe.jpg.dpg
j***2,2022-12-29,https://jvod.300hu.com/img/2022/258246583/1/img2.jpg,宝贝收到了，到货很快。包装精美结实，试用了一下，感觉皮肤立马很润，不紧绷了。补水效果也是挺好的，非常贴合脸部。,0,美妆,宝贝收到了，到货很快。包装精美结实，试用了一下，感觉皮肤立马很润，不紧绷了。补水效果也是挺好的，非常贴合脸部。,/mnt/workspace/FRD-CLIP/images/train/img2.jpg
匿名买家,2025年11月10日,//img.alicdn.com/imgextra/i3/4611686018427380457/O1CN01xQHOvv24XiNzqpk4Y_!!4611686018427380457-0-rate.jpg_960x960.jpg_.webp,家里老人小孩都用着，选了这款鱼油，整体看着挺靠谱的，发货挺快的，用着也放心，目前体验还不错，会继续关注！,1,保健,家里老人小孩都用着，选了这款鱼油，整体看着挺靠谱的，发货挺快的，用着也放心，目前体验还不错，会继续关注！,/mnt/workspace/FRD-CLIP/images/train/O1CN01xQHOvv24XiNzqpk4Y_!!4611686018427380457-0-rate.jpg_960x960.jpg_.webp
与**l,2025年11月19日,//img.alicdn.com/imgextra/i3/4611686018427381116/O1CN01LzIGFy2C0koLfjhFu_!!4611686018427381116-0-rate.jpg_960x960.jpg_.webp,朋友推荐的，挺滋润还不错的，全身可用,0,美妆,朋友推荐的，挺滋润还不错的，全身可用,/mnt/workspace/FRD-CLIP/images/train/O1CN01LzIGFy2C0koLfjhFu_!!4611686018427381116-0-rate.jpg_960x960.jpg_.webp
吃**丸,2024年10月10日,//img.alicdn.com/imgextra/i4/0/O1CN01zeYTcg2BfE5PbhEyi_!!0-tbbala.jpg_960x960.jpg_.webp,收到了物流很快 效果不错目前还在服用！会继续来回购滴～买了好几次了真不错,0,保健,收到了物流很快 效果不错目前还在服用！会继续来回购滴 买了好几次了真不错,/mnt/workspace/FRD-CLIP/images/train/O1CN01zeYTcg2BfE5PbhEyi_!!0-tbbala.jpg_960x960.jpg_.webp
jd_156001vui,12-04,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/289702/26/21750/77681/69306248F0de7a9e1/943950019d3bf47c.jpg.dpg,我们一直都非常信任善存这个产品，而且它是大容量的这个包装，每天一粒，而且吃完之后就感觉身体没有那么容易感冒了。药片设计吞咽合理我们都吃了很多年，非常的信任，物流也不错👍,1,保健,我们一直都非常信任善存这个产品，而且它是大容量的这个包装，每天一粒，而且吃完之后就感觉身体没有那么容易感冒了。药片设计吞咽合理我们都吃了很多年，非常的信任，物流也不错,/mnt/workspace/FRD-CLIP/images/train/943950019d3bf47c.jpg.dpg
匿名买家,2024年11月28日,//img.alicdn.com/imgextra/i4/O1CN01RG9LOj27VN7TJeFmq_!!4611686018427385258-0-tbbala.jpg_960x960.jpg_.webp,果真很不错，吃一个多月居然长高2厘米，客服很耐心讲解，我们每天都有督促孩子做跳绳运动，十点之前必须睡觉，价格不便宜，有效果就值得,0,保健,果真很不错，吃一个多月居然长高2厘米，客服很耐心讲解，我们每天都有督促孩子做跳绳运动，十点之前必须睡觉，价格不便宜，有效果就值得,/mnt/workspace/FRD-CLIP/images/train/O1CN01RG9LOj27VN7TJeFmq_!!4611686018427385258-0-tbbala.jpg_960x960.jpg_.webp
u***7,2021-12-25,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/171232/2/28846/67398/61c68492E5beae064/5bb17f9b7aa4abf4.jpg.dpg,为啥这个评价不给京豆呢？为啥啊？给不给都评价一下 很好用 喜欢,1,美妆,为啥这个评价不给京豆呢？为啥啊？给不给都评价一下 很好用 喜欢,/mnt/workspace/FRD-CLIP/images/train/5bb17f9b7aa4abf4.jpg.dpg
骑***7,2022-05-19,https://img30.360buyimg.com/shaidan/s300x300_jfs/t1/76113/39/18676/99903/6285be16E7419e321/0aab444b6de2966d.jpg.dpg,包装效果好，特别的严密，就是缺个手提袋子,0,美妆,包装效果好，特别的严密，就是缺个手提袋子,/mnt/workspace/FRD-CLIP/images/train/0aab444b6de2966d.jpg.dpg
念**3,2025年5月21日,//img.alicdn.com/imgextra/i3/4611686018427382221/O1CN01SeLrMl1LBaUsIZdUX_!!4611686018427382221-0-rate.jpg_960x960.jpg_.webp,这包装可真潦草，咱也没买过，第一次买，看这心慌,0,保健,这包装可真潦草，咱也没买过，第一次买，看这心慌,/mnt/workspace/FRD-CLIP/images/train/O1CN01SeLrMl1LBaUsIZdUX_!!4611686018427382221-0-rate.jpg_960x960.jpg_.webp
小**灰,2024年9月27日,//img.alicdn.com/imgextra/i1/0/O1CN01BQlbqG2C9SE22FCYW_!!0-rate.jpg_960x960.jpg_.webp,收到了很好，质量也很好好，客服的服务也很好。然后它就是一个很好，不可否认的是很好，虽然我觉得很好，但是它确实很好，好是好，不过很好，当然也有好的地方，我个人还是觉得很好的,1,保健,收到了很好，质量也很好好，客服的服务也很好。然后它就是一个很好，不可否认的是很好，虽然我觉得很好，但是它确实很好，好是好，不过很好，当然也有好的地方，我个人还是觉得很好的,/mnt/workspace/FRD-CLIP/images/train/O1CN01BQlbqG2C9SE22FCYW_!!0-rate.jpg_960x960.jpg_.webp
M**！,2025年7月23日,//img.alicdn.com/imgextra/i2/4611686018427381761/O1CN019nlWdZ2ImjyQlBrp3_!!4611686018427381761-0-tbbala.jpg_960x960.jpg_.webp,老品牌，味道好闻，发货快，价格优惠！,0,保健,老品牌，味道好闻，发货快，价格优惠！,/mnt/workspace/FRD-CLIP/images/train/O1CN019nlWdZ2ImjyQlBrp3_!!4611686018427381761-0-tbbala.jpg_960x960.jpg_.webp
l**o,2025年11月15日,//img.alicdn.com/imgextra/i4/4611686018427380750/O1CN01szYTde2NN9xWNbpbs_!!4611686018427380750-0-rate.jpg_960x960.jpg_.webp,产品质量稳定，一直吃该品牌的钙片和其他补给，值得信赖！,0,保健,产品质量稳定，一直吃该品牌的钙片和其他补给，值得信赖！,/mnt/workspace/FRD-CLIP/images/train/O1CN01szYTde2NN9xWNbpbs_!!4611686018427380750-0-rate.jpg_960x960.jpg_.webp
奕**1,2025年11月18日,//img.alicdn.com/imgextra/i1/4611686018427384691/O1CN01F5rU9H2HGOPcCvUio_!!4611686018427384691-0-rate.jpg_960x960.jpg_.webp,第三次买护肝片了，六七十一瓶，希望吃了有效吧，保质期倒是挺长的，Swisse这牌子值得信赖！,0,保健,第三次买护肝片了，六七十一瓶，希望吃了有效吧，保质期倒是挺长的，Swisse这牌子值得信赖！,/mnt/workspace/FRD-CLIP/images/train/O1CN01F5rU9H2HGOPcCvUio_!!4611686018427384691-0-rate.jpg_960x960.jpg_.webp
匿名买家,2024年4月9日,//img.alicdn.com/imgextra/i3/O1CN01eINo831HcpTqYfoug_!!0-tbbala.jpg_960x960.jpg_.webp,oy趁着活动买！没有添加任何化学成分！买给爸妈吃的，腿确实不疼了，这个听说好吸收，大概吃了半个月，还挺划算的，出了新升级的，适合各类人群，值得信赖的品牌，这款保健品的成分非常纯净，它的排毒效果非常好，如果您想要改善身体状况并保持年轻容颜,1,保健,oy趁着活动买！没有添加任何化学成分！买给爸妈吃的，腿确实不疼了，这个听说好吸收，大概吃了半个月，还挺划算的，出了新升级的，适合各类人群，值得信赖的品牌，这款保健品的成分非常纯净，它的排毒效果非常好，如果您想要改善身体状况并保持年轻容颜,/mnt/workspace/FRD-CLIP/images/train/O1CN01eINo831HcpTqYfoug_!!0-tbbala.jpg_960x960.jpg_.webp
匿名买家,2025年8月22日,//img.alicdn.com/imgextra/i2/4611686018427380987/O1CN01XzB4D22JDIxGX4la6_!!4611686018427380987-0-rate.jpg_960x960.jpg_.webp,整体了解后入手了这款产品，客服响应及时，沟通顺畅，产品与页面描述基本一致，包装规范，运输过程无异常，综合体验符合预期！,1,保健,整体了解后入手了这款产品，客服响应及时，沟通顺畅，产品与页面描述基本一致，包装规范，运输过程无异常，综合体验符合预期！,/mnt/workspace/FRD-CLIP/images/train/O1CN01XzB4D22JDIxGX4la6_!!4611686018427380987-0-rate.jpg_960x960.jpg_.webp
